Verb	id	startnum	endnum	textname	author	genre	year	Voice	IO	DO	To	Order	IOAnim	DOAnim	IODef	DODef	LengthDiff	IONum	DONum
give	746318	163	188	Ambivalent Allies: Recent South Korean Perceptions of the United States Forces Korea (USFK)	"Kim, Jinwung"	NF	2004	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-6	Plural	Singular
give	746393	2312	2353	The Effect of Theoretically-based Imagery Scripts on Field Hockey Performance		NF	2001	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	-3	Plural	Singular
give	746404	2056	2093	Viability of Resting Electroencephalograph Asymmetry as a Predictor of Exercise-induced Affect: A Lack of Consistent Support		NF	2006	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Definite	Definite	4	Plural	Singular
give	420874	1429	1449	Fixing broken CLASS	Paul Attner	MAG	2005	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	1	Singular	Plural
give	386552	1495	1516	Who Was Deep Throat?	"Gaines, William"	MAG	2003	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Definite	Indefinite	0	Plural	Plural
give	415656	2298	2331	The hidden face of hunger	Abigail Chipley	MAG	2001	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Indefinite	0	Singular	Singular
give	26638	257	264	Cat cross their graves : a Joe Grey mystery /	"Murphy, Shirley Rousseau. "	FIC	2005	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Definite	Indefinite	-1	Singular	Singular
give	417371	80	84	XAGD KNAVD EDAX JAONAVEB	Thomas M Seay	MAG	2005	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	0	Singular	Plural
give	660057	909	927	Three teens move from nightmare to dream	Story by Lane Hartill Staff writer of The Christian Science Monitor	NEWS	2001	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Definite	0	Plural	Singular
give	34306	2539	2558	The pirate's daughter /	"Cezair-Thompson, Margaret. "	FIC	2007	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	1	Singular	Plural
give	33425	948	972	The castle in the forest : a novel /	"Mailer, Norman. "	FIC	2007	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Definite	Indefinite	0	Singular	Singular
give	643081	1546	1596	U.S. Arming Sunnis in Iraq To Battle Old Qaeda Allies	By JOHN F. BURNS and ALISSA J. RUBIN; Damien Cave and Richard A. Oppel Jr. contributed reporting.	NEWS	2007	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Indefinite	-4	Plural	Singular
give	746744	3624	3736	Music Education Philosophy: Changing Times	"McCarthy, Marie<BR>Goble, J. Scott"	NF	2002	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	1	Plural	Singular
give	747018	3415	3435	News		NF	2004	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Indefinite	-1	Plural	Singular
give	746146	2042	2080	THE POSITIVE Virtues OF Physician-assisted Suicide	"Rogatz, Peter"	NF	2001	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-2	Plural	Singular
give	411400	1099	1148	The Low-Carb Vegetarian	Lori Tobias	MAG	2004	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-6	Plural	Singular
give	49215	9681	9698	So Good a Day	Sheila Finch	FIC	2004	Passive	Noun	Noun	To	DatAcc	Animate	Inanimate	Indefinite	Definite	-3	Plural	Singular
give	746985	2320	2336	A Common Sense Approach to Design		NF	2002	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Definite	Indefinite	-1	Plural	Singular
give	775717	802	839	"Nursing against the odds :how health care cost cutting, media stereotypes, and medical hubris undermine nurses and patient care"	"Gordon, Suzanne, 1945-"	NF	2005	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	-1	Singular	Singular
give	417601	5549	5580	Let's Get Metaphysical	Gregory Volk	MAG	2005	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	1	Singular	Singular
give	747067	691	747	MAKING POVERTY HISTORY	"Hopkins, A.G."	NF	2005	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Definite	Definite	-2	Singular	Singular
give	746293	2682	2717	AN ECONOMY IN DEBT TRAP: IRAQI DEBT 1980-2020	"Jiyad, Ahmed M."	NF	2001	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Indefinite	2	Plural	Singular
give	622949	8454	8479	The case of a lifetime; 	Stacy Finz	NEWS	2002	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	-6	Singular	Singular
give	28265	1807	1833	Omerta /	"Puzo, Mario, 1920-1999. "	FIC	2001	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	0	Plural	Plural
give	637019	212	226	"Peachtree: The makeover; ; Details emerge on proposed $1 billion overhaul to add streetcars, parks; "	"PAUL DONSKY, MARIA SAPORTA; Staff"	NEWS	2007	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Definite	Indefinite	0	Singular	Plural
give	618130	1447	1470	Facebook forces change in playbook; Social networking Web sites can play havoc with athletes^ --- and colleges^ --- reputations	CARTER STRICKLAND; Staff	NEWS	2006	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	0	Plural	Singular
give	643081	1315	1372	U.S. Arming Sunnis in Iraq To Battle Old Qaeda Allies	By JOHN F. BURNS and ALISSA J. RUBIN; Damien Cave and Richard A. Oppel Jr. contributed reporting.	NEWS	2007	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-4	Singular	Singular
give	623962	1092	1153	LETTERS TO THE EDITOR; 		NEWS	2006	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Definite	Indefinite	-5	Singular	Singular
give	389180	1807	1829	Good As gold		MAG	2007	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Definite	Definite	-5	Singular	Singular
give	36308	3295	3330	Songs for the butcher''s daughter :a novel	"Manseau, Peter."	FIC	2008	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Definite	-3	Plural	Singular
give	776565	23734	23760	1776	"McCullough, David G."	NF	2005	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	0	Singular	Singular
give	414182	1003	1033	Consumer news: Mean and green	Tracey C Rembert	MAG	2001	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-1	Singular	Singular
give	747122	1442	1457	"Comments on Mika's Critique of Hartnett, Nelson, and Rinn's Article, ""Gifted or ADHD? The Possibilities of Misdiagnosis"""		NF	2006	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Indefinite	-2	Plural	Plural
give	29282	1881	1935	The big nap /	"Waldman, Ayelet. "	FIC	2002	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	-11	Plural	Plural
give	29316	247	265	Second wind /	"Francis, Dick. "	FIC	2005	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Definite	Indefinite	-3	Plural	Singular
give	633255	875	890	Act quickly to limit medical negligence; 		NEWS	2000	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Definite	1	Plural	Singular
give	31948	1950	1978	The golem's eye /	"Stroud, Jonathan. "	FIC	2006	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	-2	Plural	Singular
give	370504	270	289	Still Not Out Of The Woods	CHRISTINE GORMAN	MAG	2001	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	0	Plural	Plural
give	28009	4376	4395	Water touching stone /	"Pattison, Eliot. "	FIC	2002	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Indefinite	1	Plural	Singular
give	747015	233	252	2004 PSA International Exhibition. (cover story)	"Consoli Jr., Alfred T"	NF	2004	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Definite	Definite	0	Singular	Singular
give	30916	9918	9946	Seeing through places : reflections on geography and identity /	"Gordon, Mary, 1949- "	FIC	2001	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Definite	Definite	0	Singular	Singular
give	746113	820	833	An Apologia for Ed Schools		NF	2001	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-3	Plural	Singular
give	29283	4232	4245	Valhalla rising /	"Cussler, Clive. "	FIC	2002	Passive	Noun	Noun	NoTo	DatAcc	Inanimate	Inanimate	Indefinite	Indefinite	-3	Singular	Plural
give	775801	2302	2345	The spiral staircase :my climb out of darkness	"Armstrong, Karen, 1944-"	NF	2004	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Definite	Indefinite	1	Singular	Singular
give	746593	2410	2575	SKI RESORTS AND NATIONAL FORESTS: RETHINKING FOREST SERVICE MANAGEMENT PRACTICES FOR RECREATIONAL USE	"Briggs, James"	NF	2000	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Indefinite	-9	Plural	Plural
give	747083	2539	2561	STUDENTS' PERCEPTIONS OF REFERENCE LETTERS	"Payne, Brian K.<SUP>1</SUP><BR>Appel, Jonathan<SUP>2</SUP><BR>Smith, Donald H.<SUP>1</SUP><BR>Hoofna"	NF	2006	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	4	Plural	Plural
give	622014	1114	1130	"Dine Is a Transforming Experience;; ; Marais owners shift from tony French to hip, hearty American combinations; "	"Michael Bauer, Chronicle Food Editor"	NEWS	2000	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	7	Plural	Plural
give	403678	467	518	The milky way: charting a course through breastfeeding problems	"Pitman, Teresa"	MAG	2000	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	-1	Singular	Plural
give	627649	16080	16102	COLLEGE BASKETBALL 2000-01 ;; THE CHRONICLE^S SWEET 16s ;; SWEET SOMETHINGS ;; BACK-TO-BACK WOMEN^S TITLES? YOU BET UCONN; 	W.H. STICKNEY. JR.	NEWS	2000	Passive	Noun	Noun	NoTo	DatAcc	Inanimate	Inanimate	Definite	Indefinite	5	Singular	Singular
give	747097	4768	4804	Assessment and Students with Disabilities: Issues and Challenges with Educational Reform	"Bowen, Sandra K.<SUP>1</SUP><BR>Rude, Harvey A.<SUP>1</SUP>"	NF	2006	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-24	Plural	Singular
give	29169	9078	9092	"Martin Bauman, or, A sure thing /"	"Leavitt, David, 1961- "	FIC	2000	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Definite	0	Singular	Singular
give	384881	8961	8992	Acts of Conscience	John H Richardson	MAG	2006	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Definite	Indefinite	-7	Singular	Singular
give	38943	417	432	The vampires who saved Christmas		FIC	2000	Passive	Noun	Noun	To	AccDat	Inanimate	Animate	Indefinite	Definite	-1	Plural	Singular
give	28380	1961	1998	Star wars : labyrinth of evil /	"Luceno, James. "	FIC	2005	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	-3	Plural	Plural
give	622050	453	464	An Oasis of Diversity;; ; Disadvantaged join Treasure Island transformation; 	"Tom Zoellner, Chronicle Staff Writer"	NEWS	2000	Passive	Noun	Noun	To	AccDat	Animate	Inanimate	Indefinite	Indefinite	0	Plural	Plural
give	746404	44	68	Viability of Resting Electroencephalograph Asymmetry as a Predictor of Exercise-induced Affect: A Lack of Consistent Support		NF	2006	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Definite	Indefinite	-4	Singular	Singular
give	377447	216	255	Style That Sells	KRISTINA ZIMBALIST	MAG	2005	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	-6	Plural	Plural
give	775798	1111	1128	"The sorrows of empire :militarism, secrecy, and the end of the Republic"	"Johnson, Chalmers A."	NF	2004	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-8	Singular	Singular
give	411783	1810	1868	How to Overcome Fear of Flying		MAG	2001	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Indefinite	-35	Plural	Singular
give	391507	2298	2313	The FIRST time-but not the LAST	"Martinez, Victor"	MAG	2007	Passive	Noun	Noun	To	AccDat	Inanimate	Inanimate	Indefinite	Definite	1	Singular	Singular
give	406413	2518	2569	Opening the way	John Cantrell	MAG	2009	Passive	Noun	Noun	NoTo	DatAcc	Animate	Inanimate	Indefinite	Indefinite	7	Plural	Singular
