old_id	id	startnum	endnum	textname	author	genre	year	Voice	IO	DO	To	Order
13982	558878	7993	8021	Rise and Fall of the Slave Power in America	James Freeman Clarke	MAG	1875	Passive	Noun	Noun	To	AccDat
43339	476350	1215	1237	Bull's eye for Dulles	John Robinson Beal	MAG	1951	Passive	Noun	Noun	NoTo	DatAcc
43337	476336	158	189	The critics in the aisle seats	John Houseman	MAG	1951	Passive	Noun	Noun	NoTo	DatAcc
43334	476307	1671	1691	Our army in Korea—the best yet	S.L.A. (Samuel Lyman Atwood) Marshall	MAG	1951	Passive	Noun	NA	NoTo	DatAcc
43335	476307	3253	3270	Our army in Korea—the best yet	S.L.A. (Samuel Lyman Atwood) Marshall	MAG	1951	Passive	Noun	NA	NoTo	DatAcc
43332	476296	11612	11646	The story of Douglas MacArthur	Arthur Meier Schlesinger	MAG	1951	Passive	Noun	Noun	To	AccDat
43333	476307	450	466	Our army in Korea—the best yet	S.L.A. (Samuel Lyman Atwood) Marshall	MAG	1951	Passive	Pronoun	NA	NoTo	DatAcc
16004	577924	3080	3126	Progress in Agriculture by Education and Government Aid	Eugene W. Hilgard	MAG	1882	Passive	Noun	NA	NoTo	DatAcc
16005	577924	6192	6219	Progress in Agriculture by Education and Government Aid	Eugene W. Hilgard	MAG	1882	Passive	Noun	Noun	NoTo	AccDat
5866	747434	24095	24108	History of King Charles the First of England. By Jacob Abbott. With engravings 	Jacob Abbott	NF	1848	Passive	Noun	Pronoun	To	AccDat
5861	747434	199	269	History of King Charles the First of England. By Jacob Abbott. With engravings 	Jacob Abbott	NF	1848	Passive	Noun	Noun	To	AccDat
5860	765263	81161	81190	"Great Indian Chief of the West Or, Life and Adventures of Black Hawk"	"Drake, Benjamin, 1794-1841"	NF	1848	Passive	Noun	Noun	To	AccDat
2239	2652	8553	8617	Guy Rivers: A Tale of Georgia		FIC	1834	Passive	Noun	Noun	To	AccDat
56840	25019	44853	44864	The Chimes of Alyafaleyn	Grace Chetwin	FIC	1993	Passive	Noun	Noun	NoTo	DatAcc
56844	410497	3072	3107	In touch with the blessing: An interview with Henri Nouwen		MAG	1993	Passive	Pronoun	Pronoun	To	AccDat
56845	410497	3214	3222	In touch with the blessing: An interview with Henri Nouwen		MAG	1993	Passive	Pronoun	Pronoun	To	AccDat
56848	25023	5993	5999	City of Many Days	Shulamith Hareven	FIC	1993	Passive	Pronoun	Pronoun	NoTo	DatAcc
56849	25023	33734	33756	City of Many Days	Shulamith Hareven	FIC	1993	Passive	Pronoun	Noun	NoTo	AccDat
52343	10607	70810	70843	Speedboat		FIC	1976	Passive	Pronoun	NA	NoTo	DatAcc
52342	10607	42811	42859	Speedboat		FIC	1976	Passive	Noun	NA	NoTo	DatAcc
60258	640218	481	501	THE OPEN FORUM		NEWS	2004	Passive	Noun	NA	NoTo	DatAcc
60259	640236	1102	1134	"As CU quarterback, John Hessler measured his goals in yards. Now, simply walking again could be the biggest victory of his life. A game of inches"	"Bill Briggs, The Denver Post"	NEWS	2004	Passive	Noun	NA	NoTo	DatAcc
60256	413281	225	239	McCoy Pottery	Helaine Fendelman	MAG	2004	Passive	Pronoun	Noun	To	AccDat
60251	388231	19	52	What's Wrong With Our Flu Vaccine Supply? (cover story)	"Adrianson, Alex"	MAG	2004	Passive	Noun	Noun	To	AccDat
19587	3069	78636	78652	Stand By The Union		FIC	1891	Passive	Noun	Noun	To	AccDat
19585	3069	67598	67613	Stand By The Union		FIC	1891	Passive	Pronoun	Noun	To	AccDat
19582	3069	41932	41969	Stand By The Union		FIC	1891	Passive	Pronoun	NA	NoTo	DatAcc
19580	3069	32390	32413	Stand By The Union		FIC	1891	Passive	Pronoun	Noun	NoTo	AccDat
60784	609622	1433	1471	How to Exit Iraq;	Henry A. Kissinger	NEWS	2005	Passive	Noun	NA	NoTo	DatAcc
60787	33230	5737	5761	When angels rest /	"Harington, Donald. "	FIC	2005	Passive	Noun	NA	NoTo	DatAcc
60781	607658	454	508	Chemists Stay a Step Ahead of Drug Testers;	"Amy Shipley, Washington Post Staff Writer"	NEWS	2005	Passive	Noun	Noun	To	AccDat
52693	774125	158613	158683	The Taste of America	John L Hess and Karen Hess	NF	1977	Passive	Noun	NA	NoTo	DatAcc
52692	774125	151593	151654	The Taste of America	John L Hess and Karen Hess	NF	1977	Passive	Noun	Noun	To	AccDat
20861	551571	8416	8430	The Norwegian System in its Home	David Nelson Beach	MAG	1895	Passive	Pronoun	Noun	NoTo	AccDat
20863	551577	3165	3194	The Northampton Association of Education and Industry	Olive Rumsey	MAG	1895	Passive	Noun	Noun	NoTo	AccDat
20862	551577	2278	2288	The Northampton Association of Education and Industry	Olive Rumsey	MAG	1895	Passive	Noun	Noun	To	AccDat
33034	220289	400	423	Heroic Turks in Stone		MAG	1923	Passive	Noun	NA	NoTo	DatAcc
49158	726555	400	407	"Ivory-Billed Woodpecker, Feared Extinct, Sighted; AN 'EXTINCT' BIRD SIGHTED IN TEXAS"	ROBERT H. PHELPS Special to 	NEWS	1967	Passive	Pronoun	NA	NoTo	DatAcc
51927	731762	699	721	"MODERATES LEAD IN THAILAND VOTE; Turnout is Low in Free Election First Since End of Military Regime Moderates Lead Thai Elections, First doting Since "	FOX BUTTERFIELD Special to 	NEWS	1975	Passive	Noun	NA	NoTo	DatAcc
49150	726224	867	914	"Easter: A Day for Worship, a 'Be-In' or Just Parading in "	PETER MILLONES	NEWS	1967	Passive	Noun	Pronoun	To	AccDat
49152	726286	270	291	CONFESSION CURB ORDERED APPLIED TO MILITARY LAW; Services' Highest Tribunal Extends Miranda Ruling of 	FRED P. GRAHAM Special to 	NEWS	1967	Passive	Noun	NA	NoTo	DatAcc
49153	726319	63	84	Bunker Transfers Pacification Drive To Westmoreland; WESTMORELAND GETS ADDED ROLE	R.W. APPLE Jr. Special to 	NEWS	1967	Passive	Noun	Noun	To	AccDat
49156	726482	438	469	ANTIRIOT BILL GETS A PUSH IN SENATE; Panel That Could Have Held Plan Up Is Bypassed Hearings Next Week 	JOHN HERBERS Special to 	NEWS	1967	Passive	Noun	Noun	NoTo	DatAcc
48209	249899	85	112	Edge of Darkness		MAG	1964	Passive	Pronoun	NA	NoTo	DatAcc
48203	244309	235	270	The Painting Contests		MAG	1964	Passive	Noun	Noun	To	AccDat
48202	208142	200	213	The Eastern Front		MAG	1964	Passive	Pronoun	NA	NoTo	DatAcc
48200	207840	199	220	Right Foot Forward		MAG	1964	Passive	Noun	NA	NoTo	DatAcc
45635	10352	54160	54167	Stop-Over: Tokyo		FIC	1957	Passive	Noun	NA	NoTo	DatAcc
45634	10352	36878	36916	Stop-Over: Tokyo		FIC	1957	Passive	Pronoun	NA	NoTo	DatAcc
48205	244906	563	580	The Boss's Son		MAG	1964	Passive	Pronoun	NA	NoTo	DatAcc
9191	616	10591	10641	The Marble Faun - Volume 2  The Romance of Monte Beni		FIC	1860	Passive	Pronoun	Noun	NoTo	AccDat
42177	475846	5859	5895	What happened in Butte	Joseph Kinsey Howard	MAG	1948	Passive	Noun	NA	NoTo	DatAcc
42176	475846	4885	4928	What happened in Butte	Joseph Kinsey Howard	MAG	1948	Passive	Noun	Noun	To	AccDat
51928	731855	230	278	CAMBODIANS SEEK TO BRACE MORALE; Reports of Shake-Up Abound in Phnom Penh Chief of Military Reported Out CAMBODIANS SEEK TO BRACE MORALE 	SYDNEY H.SCHANBERG Special to 	NEWS	1975	Passive	Pronoun	Noun	NoTo	DatAcc
16911	560228	3817	3885	The British House of Lords	George Ticknor Curtis	MAG	1884	Passive	Noun	Noun	To	AccDat
16912	560228	6935	6976	The British House of Lords	George Ticknor Curtis	MAG	1884	Passive	Noun	Noun	To	AccDat
52541	733196	628	670	"Competing for, and in, "		NEWS	1977	Passive	Noun	Noun	To	AccDat
53562	668195	3186	3204	HELP FOR THE VICTIM	"Richard Higgins Richard higgins, a New York based free-lance writer, frequently reports on law enfor"	NEWS	1981	Passive	Noun	Noun	To	AccDat
29351	493047	543	562	Auditing the War		MAG	1915	Passive	Noun	Noun	To	AccDat
29352	493054	1003	1043	Isolating the Negro	"Wehle, Louis B."	MAG	1915	Passive	Pronoun	NA	NoTo	DatAcc
29354	493040	1540	1547	Editorial Paragraphs		MAG	1915	Passive	Noun	Noun	NoTo	DatAcc
53567	668292	1766	1793	[ By Miriam F. d'Amato ... ]		NEWS	1981	Passive	Noun	NA	NoTo	DatAcc
29356	430667	1671	1736	Lord Northcliffe and the War	Sydney Brooks	MAG	1915	Passive	Noun	NA	NoTo	DatAcc
29357	430668	1496	1506	The Future of the Battleship	Caspar F. Goodrich	MAG	1915	Passive	Pronoun	NA	NoTo	DatAcc
54691	774116	7745	7769	Linguistics: An Introduction to Language and Communication	"Adrian Akmajian, Richard A. Demers, Robert M. Harnish"	NF	1984	Passive	Noun	NA	NoTo	DatAcc
54690	774116	7693	7744	Linguistics: An Introduction to Language and Communication	"Adrian Akmajian, Richard A. Demers, Robert M. Harnish"	NF	1984	Passive	Noun	NA	NoTo	DatAcc
21409	771397	58800	58833	Stories of New Jersey	"Stockton, Frank Richard, 1834-1902"	NF	1896	Passive	Noun	NA	NoTo	DatAcc
54696	774116	40557	40585	Linguistics: An Introduction to Language and Communication	"Adrian Akmajian, Richard A. Demers, Robert M. Harnish"	NF	1984	Passive	Noun	Noun	To	AccDat
21404	771397	28227	28249	Stories of New Jersey	"Stockton, Frank Richard, 1834-1902"	NF	1896	Passive	Pronoun	Noun	To	AccDat
21405	771397	29575	29626	Stories of New Jersey	"Stockton, Frank Richard, 1834-1902"	NF	1896	Passive	Noun	Noun	To	AccDat
21406	771397	33664	33728	Stories of New Jersey	"Stockton, Frank Richard, 1834-1902"	NF	1896	Passive	Pronoun	Noun	NoTo	AccDat
21401	771397	19093	19130	Stories of New Jersey	"Stockton, Frank Richard, 1834-1902"	NF	1896	Passive	Noun	Noun	To	AccDat
21403	771397	22251	22267	Stories of New Jersey	"Stockton, Frank Richard, 1834-1902"	NF	1896	Passive	Noun	Noun	To	AccDat
26836	813	55072	55095	What Diantha Did		FIC	1909	Passive	Noun	NA	NoTo	DatAcc
26832	813	23917	23934	What Diantha Did		FIC	1909	Passive	Noun	Noun	NoTo	AccDat
54034	773998	30506	30531	The Giant Book of Wooden Toys	Percy W. Blandford	NF	1982	Passive	Noun	NA	NoTo	DatAcc
54037	432079	2245	2267	"Richard Nixon: 'My Wife, Pat'"	Aileen (Suzy) Mehle	MAG	1982	Passive	Noun	Noun	To	AccDat
54031	773998	23210	23229	The Giant Book of Wooden Toys	Percy W. Blandford	NF	1982	Passive	Pronoun	NA	NoTo	DatAcc
54030	773998	18810	18841	The Giant Book of Wooden Toys	Percy W. Blandford	NF	1982	Passive	Noun	NA	NoTo	DatAcc
54033	773998	27297	27310	The Giant Book of Wooden Toys	Percy W. Blandford	NF	1982	Passive	Pronoun	Noun	NoTo	DatAcc
24574	430139	6582	6615	The Old-Time Negro	Thomas Nelson Page	MAG	1904	Passive	Pronoun	Noun	NoTo	AccDat
58559	386682	1204	1232	`I've Found a Lump.'	"Rao, Linda"	MAG	1998	Passive	Pronoun	NA	NoTo	DatAcc
37433	10075	9817	9837	We are Betrayed	Vardis Fisher	FIC	1935	Passive	Noun	Noun	To	AccDat
34329	694844	7879	7937	Letters		NEWS	1928	Passive	Pronoun	Noun	NoTo	DatAcc
34328	694844	5877	5919	Letters		NEWS	1928	Passive	Noun	NA	NoTo	DatAcc
35058	10012	46152	46179	Door	Mary Rinehart	FIC	1930	Passive	Noun	Noun	To	AccDat
55120	774130	57021	57033	Sweetness and Power: The Place of Sugar in Modern History	Sidney W. Mintz	NF	1985	Passive	Noun	Noun	NoTo	DatAcc
55122	10727	1855	1887	With a Tangled Skein		FIC	1985	Passive	Noun	NA	NoTo	DatAcc
55123	10727	3226	3271	With a Tangled Skein		FIC	1985	Passive	Noun	NA	NoTo	DatAcc
23716	3215	76390	76404	Frank Merriwell's Chums		FIC	1902	Passive	Noun	Noun	To	AccDat
23717	3215	76390	76404	Frank Merriwell's Chums		FIC	1902	Passive	Noun	Noun	To	AccDat
23715	3215	69635	69652	Frank Merriwell's Chums		FIC	1902	Passive	Pronoun	Noun	NoTo	AccDat
23712	3215	58181	58200	Frank Merriwell's Chums		FIC	1902	Passive	Pronoun	Noun	NoTo	AccDat
23713	3215	64873	64885	Frank Merriwell's Chums		FIC	1902	Passive	Noun	NA	NoTo	DatAcc
23710	3215	31662	31710	Frank Merriwell's Chums		FIC	1902	Passive	Noun	Pronoun	NoTo	DatAcc
59204	409170	917	935	Astronomy olympiads in the Caucasus	Holger Nielsen	MAG	2000	Passive	Noun	NA	NoTo	DatAcc
59207	402545	4077	4097	The Judge Who Ruled Baseball	"Watson, Bruce"	MAG	2000	Passive	Pronoun	NA	NoTo	DatAcc
59202	746479	1830	1843	Sexual Risk Behaviors and Alcohol: Higher Base Rates Revealed using the Unmatched-Count Technique	"LaBrie, Joseph W.<SUP>1</SUP><CITE> jlabrie@lmu.edu</CITE><BR>Earleywine, Mitchell<SUP>1</SUP>"	NF	2000	Passive	Noun	NA	NoTo	DatAcc
27004	3136	42465	42488	The Emigrant Trail		FIC	1910	Passive	Noun	NA	NoTo	DatAcc
55787	774363	35575	35637	"Hierarchy, History, and Human Nature: The Social Origins of Historical Consciousness"	Donald E. Brown	NF	1988	Passive	Pronoun	NA	NoTo	DatAcc
32585	1547	69905	69923	Polly of Pebbly Pit		FIC	1922	Passive	Noun	Pronoun	To	AccDat
35584	697649	218	235	SECOND THOUGHT	J. LAURENCE LAUGHLIN.	NEWS	1931	Passive	Pronoun	Noun	NoTo	AccDat
35587	698012	237	265	FRANCE AND DISARMAMENT	J. LAURENCE LAUGHLIN.	NEWS	1931	Passive	Pronoun	Noun	NoTo	AccDat
9946	5680	93865	93913	"Shoulder-Straps A Novel of New York and the Army, 1862"		FIC	1863	Passive	Pronoun	Noun	NoTo	AccDat
9944	5680	57559	57653	"Shoulder-Straps A Novel of New York and the Army, 1862"		FIC	1863	Passive	Pronoun	Noun	NoTo	AccDat
56473	422593	14078	14092	1991 yearbook	"Giles, J.<BR>Mundy, C."	MAG	1991	Passive	Noun	NA	NoTo	DatAcc
56475	422600	2905	2931	The year in television	"Martel, J."	MAG	1991	Passive	Noun	Noun	To	AccDat
32057	432628	5453	5542	India I Ferment	C H Van Tyne	MAG	1922	Passive	Pronoun	Noun	NoTo	AccDat
32052	432584	5310	5332	"The Indian ferment, II"	C H Van Tyne	MAG	1922	Passive	Noun	NA	NoTo	DatAcc
32050	432566	2611	2640	A conversation in Ebury street	George Moore	MAG	1922	Passive	Pronoun	Noun	To	AccDat
57783	774018	20932	20974	"The Public House in Bradford, 1770-1970"	Paul Jennings	NF	1995	Passive	Noun	Noun	To	AccDat
57780	774018	18326	18387	"The Public House in Bradford, 1770-1970"	Paul Jennings	NF	1995	Passive	Noun	Noun	NoTo	DatAcc
57781	774018	18388	18433	"The Public House in Bradford, 1770-1970"	Paul Jennings	NF	1995	Passive	Noun	NA	NoTo	DatAcc
32059	432668	6309	6350	Janus-headed Ireland	Carl W Ackerman	MAG	1922	Passive	Noun	NA	NoTo	DatAcc
32058	432668	3058	3079	Janus-headed Ireland	Carl W Ackerman	MAG	1922	Passive	Noun	NA	NoTo	DatAcc
27925	753061	22873	22891	Moths of the Limberlost	"Stratton-Porter, Gene, 1863-1924"	NF	1912	Passive	Pronoun	NA	NoTo	DatAcc
52788	479989	1695	1704	Russia in entropy: 	Christopher S. (Christopher Sale) Wren	MAG	1978	Passive	Noun	NA	NoTo	DatAcc
56780	613422	1895	1915	"Three of little faith As pilgrims father today, former associates cast a dim view of Conyers^ celebrated visionary and recall strange messages"	By Bill Osinski STAFF WRITER	NEWS	1993	Passive	Noun	NA	NoTo	DatAcc
56783	613436	1606	1658	"Yolande Gwin, society reporter, dies at 88"	By Tom Bennett STAFF WRITER	NEWS	1993	Passive	Pronoun	Noun	To	AccDat
56784	613450	3366	3392	Community: The Atlanta Project Clusters 1. WASHINGTON CLUSTER		NEWS	1993	Passive	Noun	NA	NoTo	DatAcc
56786	613490	338	365	"CORPORATE STYLE Equifax now more nimble, and poised <B>for</B> the next step"	By David McNaughton STAFF WRITER	NEWS	1993	Passive	Noun	NA	NoTo	DatAcc
56788	410425	1288	1332	Reverse racism or how the pot got to call the kettle black		MAG	1993	Passive	Pronoun	Pronoun	To	AccDat
17795	595721	14812	14826	"George Bancroft - In Society, In Politics, In Letters"	William M. Sloane	MAG	1887	Passive	Noun	Noun	To	AccDat
21875	146	61102	61136	Soldiers of Fortune		FIC	1897	Passive	Pronoun	Noun	NoTo	DatAcc
21876	146	72687	72709	Soldiers of Fortune		FIC	1897	Passive	Pronoun	NA	NoTo	DatAcc
21870	146	15133	15184	Soldiers of Fortune		FIC	1897	Passive	Noun	NA	NoTo	DatAcc
57430	41237	6961	6981	SNAKES	"Power, Susan"	FIC	1994	Passive	Noun	Noun	NoTo	DatAcc
53950	669331	807	926	"A turnaround for S&amp;Ls next year -- if, if . . "	"By Thomas Watterson, Business correspondent of The Christian Science Monitor"	NEWS	1982	Passive	Pronoun	NA	NoTo	DatAcc
53956	10699	57488	57496	Color Purple		FIC	1982	Passive	Pronoun	Pronoun	NoTo	DatAcc
53955	10699	28383	28390	Color Purple		FIC	1982	Passive	Noun	Noun	To	AccDat
53954	10699	28365	28382	Color Purple		FIC	1982	Passive	Noun	NA	NoTo	DatAcc
58961	44407	1628	1665	Winter concert	Elizabeth Strout	FIC	1999	Passive	Pronoun	Noun	NoTo	DatAcc
58967	661914	2010	2015	Is wrong man in prison in murder case?	"BY SHARON COHEN, Associated Press Writer"	NEWS	2000	Passive	Pronoun	NA	NoTo	DatAcc
18562	765518	94324	94356	Chopin and Other Musical Essays	"Finck, Henry Theophilus, 1854-1926"	NF	1889	Passive	Pronoun	Noun	NoTo	AccDat
14662	2690	50062	50112	King Alfred of England Makers of History		FIC	1877	Passive	Pronoun	Noun	NoTo	AccDat
58968	665740	2662	2683	Clinton To Unveil Colombia Aid Plan	GEORGE GEDDA	NEWS	2000	Passive	Noun	NA	NoTo	DatAcc
38609	703649	578	591	Election Victories Put G.O.P. in Strong Position for 1940; Gubernatorial Gains Should Aid in Strengtheningf State Vote-Getting Organizations	BERNARD KILGORE Staff Correspondent of 	NEWS	1938	Passive	Noun	NA	NoTo	DatAcc
38603	703397	505	556	ICC to Reconsider Higher Fare Plea Of Eastern Rails; Bill to Liberalize RFC Loans to Railroads Abandoned as House Balks M.&amp; St. L. Plan Disapprove		NEWS	1938	Passive	Noun	Noun	To	AccDat
38604	703466	116	155	Enlargement of SEC Membership to Seven May Be Considered at Next Congress Session; Duties of Commissioners Increase Steadily; Larger SEC Possible		NEWS	1938	Passive	Noun	NA	NoTo	DatAcc
38607	703591	456	473	Denver &amp; Rio Grande Revamp Plan Attacked By Security Holders; Insurance Companies See Danger of Control of Road Passing to a Single Connecting Car		NEWS	1938	Passive	Pronoun	NA	NoTo	DatAcc
27820	761352	6734	6766	"Clara A. Swain, M.D"	"Hoskins, Robert, Mrs., 1837-"	NF	1912	Passive	Pronoun	Noun	NoTo	AccDat
27823	5462	41332	41370	Counsel for the Defense		FIC	1912	Passive	Pronoun	NA	NoTo	DatAcc
46230	720823	654	680	BACK OF MOON 'SEEN' FIRST TIME; PHOTO BY SOVIET ROCKET SHOWS FEWER CRATER S THAN FACE HAS; AREAS ARE NAMED Ground Switch Swung Lens Into Position -Pic	OSGOOD CARUTHERSSpecial to 	NEWS	1959	Passive	Noun	NA	NoTo	DatAcc
794	747603	20098	20140	Remarks on Changes Lately Proposed Or Adopted in Harvard University 	George Ticknor	NF	1825	Passive	Noun	Noun	To	AccDat
42752	773422	19910	19947	War of 1812	Francis F. Beirne	NF	1949	Passive	Noun	Noun	NoTo	DatAcc
46233	431602	10528	10566	Firsthand Look at the Soviet Union	Thomas T. Hammond	MAG	1959	Passive	Noun	NA	NoTo	DatAcc
46234	431602	12691	12702	Firsthand Look at the Soviet Union	Thomas T. Hammond	MAG	1959	Passive	Pronoun	NA	NoTo	DatAcc
42754	774345	1807	1824	Wells Fargo: Advancing the American Frontier	Edward Hungerford	NF	1949	Passive	Noun	Noun	To	AccDat
31766	687156	1442	1483	BALFOUR TO ACCEPT TODAY; Will Bring Up Problem of Scrapping Ship and Armor Plants. FOR FEWER SUBMARINES British Delegates Would Like This Tonnage Cut 	RICHARD V. OULAHAN. Special to 	NEWS	1921	Passive	Noun	NA	NoTo	DatAcc
31767	687161	1535	1559	BIRTH CONTROL RAID MADE BY POLICE ON ARCHBISHOP'S ORDER; Capt. Donohue's Only Instructions From Headquarters Wereto 'Look for Mgr. Dineen.'SUPPRESSED 	RICHARD V. OULAHAN. Special to 	NEWS	1921	Passive	Noun	NA	NoTo	DatAcc
31760	686919	2315	2331	"AVIATORS AID IN DEFENSE; Logan Official Hears They Scattered Raiders With Bombs HEAVY FIRING IS UNABATED Take Eighteen Miners Prisoner, but Casualty E"	"CYRIL BROWN. Copyright, 1921, by "	NEWS	1921	Passive	Pronoun	Noun	NoTo	AccDat
31761	687019	367	386	DIES BEFORE ALTAR IN ROW WITH PRIEST; NEAR-RIOT FOLLOWS; Fig Merchant's Mysterious Death Leads to Free-for-All Fight in Greek Church. AUTOPSY TO BE HE	"EDWIN L. JAMES. Copyright, 1921, by "	NEWS	1921	Passive	Noun	NA	NoTo	DatAcc
31762	687019	575	591	DIES BEFORE ALTAR IN ROW WITH PRIEST; NEAR-RIOT FOLLOWS; Fig Merchant's Mysterious Death Leads to Free-for-All Fight in Greek Church. AUTOPSY TO BE HE	"EDWIN L. JAMES. Copyright, 1921, by "	NEWS	1921	Passive	Pronoun	NA	NoTo	DatAcc
39552	470948	1273	1288	“There'll be some changes made”: 	C. Hartley (Clinton Hartley) Grattan	MAG	1941	Passive	Noun	Noun	NoTo	DatAcc
39551	470927	6278	6320	Four secrets of empire	Ernest O. Hauser	MAG	1941	Passive	Pronoun	NA	NoTo	DatAcc
39550	470927	4250	4283	Four secrets of empire	Ernest O. Hauser	MAG	1941	Passive	Pronoun	Noun	NoTo	DatAcc
31769	687174	342	363	"BIRTH CONTROL TALK GUARDED BY POLICE; Program Cut Off at Town Hall Carried Out at Park Theatre Without Interruption. 3,000 JAM STREET OUTSIDE Enright "	EDWIN L. JAMES. Special to 	NEWS	1921	Passive	Noun	Noun	To	AccDat
39555	470985	6679	6716	Mrs. Herrick of the Labor Board	Dorothy Dunbar Bromley	MAG	1941	Passive	Noun	NA	NoTo	DatAcc
39554	470985	5485	5523	Mrs. Herrick of the Labor Board	Dorothy Dunbar Bromley	MAG	1941	Passive	Noun	Noun	NoTo	DatAcc
33894	773959	18943	18975	The Borderland of Music and Psychology	Frank Howes	NF	1927	Passive	Pronoun	Noun	NoTo	DatAcc
33898	430959	2638	2668	J. Ramsay MacDonale	Mary A. Hamilton	MAG	1927	Passive	Noun	Noun	To	AccDat
34046	693709	432	477	"BARON FIGHTS SUIT OF RUNAWAY BRIDE; Former Miss Clendinin Knew He Was in Poverty, Tarnow Says. BORROWED TO BUY RING Wedding a Scheme to Get Money From"		NEWS	1927	Passive	Pronoun	Noun	To	AccDat
34047	693736	658	695	"BALK AT SMALLER CRUISERS.; Washington Experts Are Opposed to Reducing Tonnage Below 10,000. BRITAIN WOULD CUT SIZE OF SUBMARINES"	Wireless to 	NEWS	1927	Passive	Noun	Noun	To	AccDat
34045	693679	1206	1254	"FOILED GRAY SUICIDE BY POISON ON TRAIN; Detective Seized Whisky With Bichloride of Mercury in It as He Tried to Drink. $104,000 MOTIVE IN KILLING Viol"	RICHARD V. OULAHAN.Special to 	NEWS	1927	Passive	Noun	Noun	To	AccDat
34043	693660	600	611	ALBANY LAWMAKERS IN RUSH OF BILLS; Both Houses Work at Top Speed to Clear Calendars Before Adjournment Friday. SUBWAY BOND BILL PASSED Republican 48-H		NEWS	1927	Passive	Noun	NA	NoTo	DatAcc
45989	492589	1440	1465	Those Amazing Island Medics	"Silverman, Milton<BR>Silverman, Margaret"	MAG	1958	Passive	Noun	NA	NoTo	DatAcc
41409	10208	14434	14460	Delta Wedding		FIC	1946	Passive	Pronoun	Noun	To	AccDat
45987	492568	672	689	Marriage is Our Business HUSBAND TROUBLE	"Mudd, Emily Hartshorne<BR>Lees, Hannah"	MAG	1958	Passive	Noun	NA	NoTo	DatAcc
47253	477890	3489	3512	The birth pangs of Arab socialism	Edward R.F. Sheehan	MAG	1962	Passive	Pronoun	NA	NoTo	DatAcc
47254	477899	5535	5600	The great narcotics muddle	Benjamin DeMott	MAG	1962	Passive	Noun	Noun	NoTo	DatAcc
47257	477946	3739	3754	A new weapon to get better TV	Bernard Babington Smith	MAG	1962	Passive	Noun	NA	NoTo	DatAcc
47259	477981	41	73	Elia Kazan's great expectations	Thomas Bruce Morgan	MAG	1962	Passive	Noun	NA	NoTo	DatAcc
47258	477964	2481	2516	The trouble with translation	John Atlee Kouwenhoven	MAG	1962	Passive	Noun	NA	NoTo	DatAcc
41402	774397	46850	46861	Dawn Over Zero: The Story of the Atomic Bomb	William L. Lawrence	NF	1946	Passive	Pronoun	NA	NoTo	DatAcc
41401	774397	42076	42090	Dawn Over Zero: The Story of the Atomic Bomb	William L. Lawrence	NF	1946	Passive	Noun	NA	NoTo	DatAcc
4763	565358	22779	22806	Texas		MAG	1844	Passive	Noun	Noun	To	AccDat
42373	10245	30765	30806	Town with the Funny Name		FIC	1948	Passive	Pronoun	Noun	To	AccDat
42376	10245	36645	36664	Town with the Funny Name		FIC	1948	Passive	Pronoun	Noun	To	AccDat
42379	10245	180120	180157	Town with the Funny Name		FIC	1948	Passive	Pronoun	Pronoun	NoTo	DatAcc
42378	10245	139805	139835	Town with the Funny Name		FIC	1948	Passive	Pronoun	NA	NoTo	DatAcc
10355	4315	125623	125650	Fairy Fingers A Novel		FIC	1865	Passive	Pronoun	Noun	NoTo	DatAcc
10352	4315	20414	20453	Fairy Fingers A Novel		FIC	1865	Passive	Noun	Noun	To	AccDat
10359	4315	157501	157544	Fairy Fingers A Novel		FIC	1865	Passive	Noun	Noun	To	AccDat
6252	555580	14236	14254	The Revolution in Prussia		MAG	1849	Passive	Pronoun	Noun	To	AccDat
6251	555580	12600	12632	The Revolution in Prussia		MAG	1849	Passive	Noun	Noun	To	AccDat
42997	712571	124	146	Letters		NEWS	1950	Passive	Noun	NA	NoTo	DatAcc
42992	16523	16125	16143	Wagon Master		FIC	1950	Passive	Pronoun	NA	NoTo	DatAcc
832	747833	30819	30831	"Memoirs of the Late Mrs. Susan Huntington, of Boston, Mass.: Consisting Principally of Extracts"	"Susan Huntington, Benjamin Blydenburg Wisner"	NF	1826	Passive	Pronoun	Noun	NoTo	AccDat
833	747833	30834	30873	"Memoirs of the Late Mrs. Susan Huntington, of Boston, Mass.: Consisting Principally of Extracts"	"Susan Huntington, Benjamin Blydenburg Wisner"	NF	1826	Passive	Pronoun	Pronoun	NoTo	AccDat
835	747833	40353	40379	"Memoirs of the Late Mrs. Susan Huntington, of Boston, Mass.: Consisting Principally of Extracts"	"Susan Huntington, Benjamin Blydenburg Wisner"	NF	1826	Passive	Noun	Pronoun	To	AccDat
45343	240816	178	189	Widening Rift		MAG	1956	Passive	Noun	NA	NoTo	DatAcc
45342	238922	400	425	Holdout in Ohio		MAG	1956	Passive	Noun	Noun	NoTo	DatAcc
45345	241016	95	130	Sky View		MAG	1956	Passive	Pronoun	NA	NoTo	DatAcc
45344	240823	335	371	[People]		MAG	1956	Passive	Noun	Pronoun	To	AccDat
45346	309022	348	383	A New Look		MAG	1956	Passive	Pronoun	NA	NoTo	DatAcc
56369	773964	9158	9195	Wasting Girls' Time	Dena Attar	NF	1990	Passive	Pronoun	Noun	NoTo	DatAcc
